Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2022-02-01","3,861","21,546","10","95","554","232","78","139","2,632"
"2022-02-02","2,987","10,002","4.64","11","648","215","62","32","1,564"
"2022-02-03","4,272","26,960","12.52","123","339","280","46","193","3,113"
"2022-02-04","3,829","25,069","11.63","74","418","230","36","170","2,567"
"2022-02-05","3,310","14,166","6.56","24","454","351","45","36","2,051"
"2022-02-06","2,928","11,083","5.15","20","581","322","15","14","1,549"
"2022-02-07","3,587","21,012","9.75","100","605","209","59","110","2,157"
"2022-02-08","2,930","11,049","5.13","24","637","200","37","47","1,493"
"2022-02-09","3,824","18,796","8.73","105","521","312","84","85","2,598"
"2022-02-10","3,425","16,436","7.63","47","569","258","41","57","1,884"
"2022-02-11","3,727","22,825","10.59","92","446","261","67","118","2,459"
"2022-02-12","3,327","13,935","6.45","31","501","305","45","55","2,027"
"2022-02-13","3,402","13,820","6.4","25","495","308","80","41","2,105"
"2022-02-14","3,706","20,920","9.71","77","457","297","52","97","2,379"
"2022-02-15","3,801","21,986","10.21","77","484","219","89","128","2,553"
"2022-02-16","3,329","14,502","6.73","16","529","320","40","49","2,015"
"2022-02-17","3,654","21,793","10.11","62","482","217","49","137","2,359"
"2022-02-18","3,869","25,901","12.02","92","613","231","39","138","2,416"
"2022-02-19","2,957","10,828","5.03","19","403","307","23","20","1,597"
"2022-02-20","3,239","13,579","6.3","30","485","307","42","41","1,934"
"2022-02-21","3,834","22,539","10.46","58","604","207","48","125","2,292"
"2022-02-22","3,140","11,341","5.26","22","641","149","48","88","1,721"
"2022-02-23","2,849","7,715","3.58","15","642","266","61","17","1,471"
"2022-02-24","3,819","17,446","8.1","26","486","277","124","74","2,602"
"2022-02-25","3,779","22,096","10.26","58","490","247","62","134","2,523"
"2022-02-26","3,183","12,266","5.69","26","505","347","32","28","1,894"
"2022-02-27","3,610","21,670","10.06","114","984","292","69","95","2,399"
"2022-02-28","3,444","18,173","8.44","119","1,033","258","70","79","2,172"

