Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-06-01","2,846","10,742","4.99","0","604","294","19","21","1,459"
"2017-06-02","2,778","10,631","4.93","0","711","221","22","37","1,323"
"2017-06-03","3,260","15,994","7.42","0","459","370","70","21","2,032"
"2017-06-04","3,239","15,538","7.21","0","435","418","52","3","2,026"
"2017-06-05","2,627","8,844","4.1","0","704","191","25","29","1,126"
"2017-06-06","2,865","12,226","5.67","0","784","205","29","53","1,419"
"2017-06-07","2,744","10,654","4.95","0","677","183","35","42","1,264"
"2017-06-08","3,040","13,743","6.38","0","819","281","57","31","1,697"
"2017-06-09","2,761","9,999","4.64","0","1,009","243","27","25","1,325"
"2017-06-10","2,405","5,992","2.78","0","870","182","18","5","856"
"2017-06-11","2,298","4,081","1.89","0","1,247","193","0","0","734"
"2017-06-12","2,497","6,691","3.11","0","1,184","248","0","0","1,002"
"2017-06-13","2,249","3,925","1.82","0","812","167","0","0","653"
"2017-06-14","2,411","6,069","2.82","0","782","192","5","3","855"
"2017-06-15","2,395","5,258","2.44","0","853","150","0","0","636"
"2017-06-16","2,835","10,725","4.98","0","600","280","30","20","1,441"
"2017-06-17","2,998","14,300","6.64","0","843","178","57","68","1,572"
"2017-06-18","2,819","10,406","4.83","0","1,106","287","34","13","1,432"
"2017-06-19","2,953","13,877","6.44","0","1,153","179","50","58","1,507"
"2017-06-20","2,739","9,783","4.54","0","1,146","246","23","25","1,302"
"2017-06-21","2,920","12,357","5.74","0","900","236","30","45","1,502"
"2017-06-22","2,791","10,493","4.87","0","623","251","25","25","1,362"
"2017-06-23","2,871","12,140","5.63","0","731","206","33","51","1,429"
"2017-06-24","3,138","14,828","6.88","0","416","372","47","3","1,861"
"2017-06-25","2,565","7,971","3.7","0","624","208","17","16","1,061"
"2017-06-26","2,411","6,941","3.22","0","920","124","20","24","816"
"2017-06-27","1,806","0","0","0","1,440","0","0","0","0"
"2017-06-28","2,945","12,691","5.89","0","1,111","268","33","28","1,551"
"2017-06-29","2,965","13,357","6.2","0","1,127","211","42","60","1,552"
"2017-06-30","2,790","10,635","4.94","0","1,167","216","23","34","1,280"

