Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-01-01","2,417","7,236","3.36","0","656","187","24","14","926"
"2019-01-02","2,716","11,242","5.23","0","507","289","16","9","1,336"
"2019-01-03","2,930","15,033","6.98","0","510","239","55","37","1,573"
"2019-01-04","2,947","13,757","6.39","0","505","364","34","7","1,666"
"2019-01-05","2,676","9,520","4.42","0","584","305","10","15","1,308"
"2019-01-06","3,065","16,695","7.75","0","445","240","38","79","1,738"
"2019-01-07","2,785","12,346","5.73","0","547","275","37","20","1,429"
"2019-01-08","2,854","12,294","5.71","0","513","392","11","1","1,581"
"2019-01-09","3,205","19,691","9.14","0","526","218","58","108","1,936"
"2019-01-10","2,546","9,968","4.63","0","554","206","42","21","1,136"
"2019-01-11","3,051","16,250","7.54","0","499","383","50","16","1,854"
"2019-01-12","3,492","24,092","11.18","0","459","281","118","75","2,329"
"2019-01-13","3,140","19,200","8.91","0","593","237","86","66","1,880"
"2019-01-14","2,709","10,939","5.08","0","617","315","19","18","1,389"
"2019-01-15","2,774","10,844","5.03","0","478","303","33","7","1,317"
"2019-01-16","3,415","21,801","10.12","0","404","325","58","95","2,256"
"2019-01-17","2,694","12,748","5.92","0","553","170","38","57","1,279"
"2019-01-18","2,652","10,222","4.74","0","547","302","43","4","1,336"
"2019-01-19","2,704","12,297","5.71","0","703","249","41","21","1,345"
"2019-01-20","3,308","20,814","9.66","0","500","274","52","102","2,082"
"2019-01-21","3,317","20,937","9.72","0","448","332","176","15","2,218"
"2019-01-22","2,684","10,755","4.99","0","690","329","27","2","1,381"
"2019-01-23","2,810","12,809","5.95","0","619","292","20","42","1,497"
"2019-01-24","2,929","14,986","6.96","0","608","281","46","47","1,651"
"2019-01-25","3,061","18,024","8.37","0","534","222","62","80","1,775"
"2019-01-26","2,712","11,261","5.23","0","453","356","9","0","1,415"
"2019-01-27","2,870","14,891","6.91","0","476","226","47","64","1,550"
"2019-01-28","3,138","19,403","9.01","0","529","228","102","56","1,871"
"2019-01-29","2,617","9,949","4.62","0","566","284","41","8","1,286"
"2019-01-30","2,681","10,942","5.08","0","540","307","50","2","1,378"
"2019-01-31","2,656","10,589","4.92","0","525","275","43","15","1,320"

