Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2021-04-01","2,917","11,568","5.28","9","504","276","10","32","1,486"
"2021-04-02","3,339","16,113","7.48","57","515","223","24","98","1,959"
"2021-04-03","3,223","16,571","7.66","49","481","285","28","68","1,872"
"2021-04-04","2,930","13,617","6.32","57","579","241","8","39","1,347"
"2021-04-05","3,033","14,113","6.55","59","610","234","23","49","1,586"
"2021-04-06","2,719","8,358","3.88","12","543","230","22","22","1,252"
"2021-04-07","2,438","5,894","2.74","6","606","238","0","0","927"
"2021-04-08","2,379","5,392","2.5","10","644","227","0","0","854"
"2021-04-09","2,534","6,167","2.86","4","782","245","0","0","914"
"2021-04-10","3,705","19,388","9","40","383","309","32","101","2,409"
"2021-04-11","3,060","10,739","4.99","3","647","221","30","68","1,636"
"2021-04-12","3,444","15,965","7.41","36","541","262","11","89","2,053"
"2021-04-13","2,842","8,694","4.04","8","599","290","25","9","1,375"
"2021-04-14","2,983","10,601","4.92","20","446","361","19","13","1,649"
"2021-04-15","3,003","13,925","6.46","14","689","186","25","55","1,404"
"2021-04-16","2,549","6,394","2.97","6","667","243","7","2","1,019"
"2021-04-17","3,292","15,907","7.36","18","580","237","44","80","1,928"
"2021-04-18","2,961","13,788","6.4","53","655","191","21","68","1,483"
"2021-04-19","2,523","7,715","3.58","10","687","244","6","4","989"
"2021-04-20","3,514","17,250","8.01","21","449","231","51","113","2,178"
"2021-04-21","2,692","7,519","3.49","12","605","258","13","9","1,205"
"2021-04-22","2,802","7,579","3.5","20","572","256","21","18","1,370"
"2021-04-23","3,113","13,744","6.38","23","612","243","5","68","1,642"
"2021-04-24","3,123","14,501","6.73","18","571","272","16","66","1,771"
"2021-04-25","2,484","6,721","3.12","8","580","233","4","14","985"
"2021-04-26","3,617","11,873","5.51","72","552","304","90","61","2,332"
"2021-04-27","2,955","10,765","5","13","584","251","30","36","1,529"
"2021-04-28","3,233","12,470","5.79","21","466","275","48","32","1,716"
"2021-04-29","3,328","14,479","6.72","48","449","276","80","56","2,015"
"2021-04-30","3,139","12,300","5.67","21","419","359","38","14","1,823"
