Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-01-01","2,539","8,028","3.73","0","636","234","15","14","1,074"
"2018-01-02","2,243","4,248","1.97","0","725","179","0","0","669"
"2018-01-03","3,023","14,439","6.7","0","543","294","11","55","1,670"
"2018-01-04","2,494","7,098","3.29","0","671","265","0","0","1,024"
"2018-01-05","2,915","13,565","6.3","0","612","248","33","40","1,505"
"2018-01-06","2,908","13,385","6.21","0","554","245","45","45","1,530"
"2018-01-07","2,672","11,227","5.21","0","690","152","5","64","1,159"
"2018-01-08","3,274","17,574","8.16","0","551","333","35","69","2,016"
"2018-01-09","2,932","14,066","6.53","0","623","232","31","57","1,540"
"2018-01-10","2,862","13,358","6.2","0","607","205","30","58","1,428"
"2018-01-11","2,452","6,784","3.15","0","643","228","22","2","971"
"2018-01-12","2,800","11,975","5.56","0","559","221","22","49","1,361"
"2018-01-13","3,165","16,826","7.81","0","523","295","50","56","1,863"
"2018-01-14","2,845","13,374","6.21","0","588","199","32","57","1,413"
"2018-01-15","2,734","10,088","4.68","0","500","321","29","2","1,377"
"2018-01-16","2,820","10,864","5.04","0","647","357","5","10","1,479"
"2018-01-17","2,849","12,355","5.73","0","632","262","13","43","1,444"
"2018-01-18","2,549","8,697","4.04","0","674","203","16","25","1,062"
"2018-01-19","3,269","18,640","8.65","0","543","262","46","81","1,949"
"2018-01-20","2,993","14,407","6.69","0","563","257","14","66","1,610"
"2018-01-21","2,625","10,368","4.81","0","590","174","77","14","1,174"
"2018-01-22","2,765","9,188","4.26","0","504","391","0","0","1,448"
"2018-01-23","2,567","8,082","3.75","0","579","292","8","0","1,153"
"2018-01-24","3,034","14,957","6.94","0","611","249","27","68","1,657"
"2018-01-25","2,318","5,089","2.36","0","654","213","0","0","793"
"2018-01-26","2,620","9,392","4.36","0","730","227","7","27","1,150"
"2018-01-27","2,985","14,707","6.83","0","565","239","7","76","1,594"
"2018-01-28","2,644","10,723","4.98","0","748","146","11","61","1,128"
"2018-01-29","2,874","13,301","6.17","0","590","225","19","59","1,460"
"2018-01-30","2,338","5,626","2.61","0","784","197","8","1","801"
"2018-01-31","2,877","13,522","6.28","0","602","188","18","72","1,426"

