Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2021-09-01","3,855","20,596","9.56","0","407","212","84","129","2,526"
"2021-09-02","3,467","16,622","7.72","0","380","375","28","65","2,245"
"2021-09-03","3,024","10,966","5.09","0","644","326","3","25","1,641"
"2021-09-04","3,209","15,388","7.14","0","540","285","5","72","1,841"
"2021-09-05","3,066","12,774","5.93","0","598","214","16","72","1,636"
"2021-09-06","3,108","13,523","6.28","0","681","231","2","71","1,662"
"2021-09-07","3,244","14,944","6.89","0","519","251","18","76","1,897"
"2021-09-08","3,979","20,094","9.32","0","538","232","69","135","2,589"
"2021-09-09","3,248","14,807","6.87","0","558","268","8","84","1,887"
"2021-09-10","3,485","13,588","6.31","0","619","254","21","86","2,085"
"2021-09-11","2,752","8,796","4.08","0","584","321","7","6","1,340"
"2021-09-12","2,284","4,949","2.3","0","710","195","0","0","734"
"2021-09-13","2,613","7,847","3.6","0","755","261","24","9","1,196"
"2021-09-14","3,337","16,284","7.53","0","597","258","32","70","1,957"
"2021-09-15","3,911","18,767","8.64","0","593","169","72","171","2,588"
"2021-09-16","2,761","9,020","4.19","0","521","298","20","9","1,338"
"2021-09-17","2,668","8,843","4.1","0","688","185","11","39","1,165"
"2021-09-18","3,412","15,407","7.15","0","497","314","2","71","2,074"
"2021-09-19","2,924","11,799","5.48","0","820","199","1","68","1,466"
"2021-09-20","2,447","5,833","2.71","0","669","224","0","0","888"
"2021-09-21","2,989","10,674","4.95","0","707","299","32","30","1,624"
"2021-09-22","3,781","22,267","10.3","0","580","224","48","134","2,376"
"2021-09-23","3,071","13,338","6.19","0","539","209","6","70","1,616"
"2021-09-24","2,765","10,013","4.65","0","637","285","19","11","1,344"
"2021-09-25","3,210","14,915","6.92","0","514","249","21","76","1,832"
"2021-09-26","3,157","14,865","6.9","0","586","222","21","75","1,754"
"2021-09-27","3,641","15,948","7.39","0","408","334","68","77","2,437"
"2021-09-28","3,276","12,012","5.58","0","499","335","56","40","2,027"
"2021-09-29","2,765","9,885","4.59","0","703","259","14","26","1,344"
"2021-09-30","2,900","11,333","5.26","0","379","372","5","11","1,622"

