Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2022-01-01","2,773","8,943","4.15","12","852","232","10","40","1,313"
"2022-01-02","3,565","18,223","8.44","20","428","357","39","81","2,365"
"2022-01-03","2,953","10,135","4.7","8","618","211","54","50","1,551"
"2022-01-04","3,297","13,450","6.24","32","485","327","50","50","2,022"
"2022-01-05","4,479","24,386","11.32","94","394","277","81","182","3,302"
"2022-01-06","3,414","14,582","6.77","14","853","289","53","56","2,061"
"2022-01-07","3,576","18,109","8.4","52","436","257","43","89","2,226"
"2022-01-08","2,785","9,736","4.52","7","720","307","4","17","1,402"
"2022-01-09","3,294","16,203","7.51","45","513","290","22","75","1,955"
"2022-01-10","3,302","12,168","5.65","23","499","294","52","66","2,016"
"2022-01-11","3,040","10,886","5.05","20","607","250","27","50","1,589"
"2022-01-12","4,194","24,919","11.55","72","641","270","94","157","3,002"
"2022-01-13","3,128","12,591","5.84","15","611","246","46","43","1,734"
"2022-01-14","3,001","11,732","5.45","25","598","216","47","51","1,607"
"2022-01-15","3,836","17,990","8.35","14","507","296","66","87","2,436"
"2022-01-16","3,214","13,022","6.05","28","457","301","36","49","1,873"
"2022-01-17","3,687","19,263","8.94","49","404","326","32","82","2,389"
"2022-01-18","2,875","10,018","4.65","21","578","264","25","26","1,463"
"2022-01-19","2,924","11,161","5.18","59","587","183","34","57","1,484"
"2022-01-20","2,930","9,407","4.37","20","870","239","43","27","1,516"
"2022-01-21","3,710","18,143","8.42","34","433","329","74","76","2,494"
"2022-01-22","2,802","8,992","4.17","10","600","240","19","36","1,348"
"2022-01-23","3,100","13,655","6.34","21","573","189","64","58","1,706"
"2022-01-24","3,182","12,853","5.42","46","581","271","28","49","1,808"
"2022-01-25","2,677","8,022","3.72","14","761","214","25","11","1,189"
"2022-01-26","3,425","14,790","6.87","38","456","362","72","29","2,168"
"2022-01-27","3,604","19,584","9.09","60","578","300","53","79","2,328"
"2022-01-28","3,711","19,457","9.03","34","512","201","36","142","2,395"
"2022-01-29","3,705","21,189","9.84","80","436","282","51","109","2,421"
"2022-01-30","2,967","11,261","5.23","18","596","234","30","26","1,369"
"2022-01-31","3,700","20,361","9.45","77","455","256","88","99","2,418"

