Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-03-01","3,683","24,277","11.27","0","351","302","99","99","2,510"
"2018-03-02","3,190","16,139","7.49","0","635","366","15","49","1,920"
"2018-03-03","2,972","14,868","6.9","0","899","231","30","56","1,581"
"2018-03-04","1,875","6,431","2.99","0","886","23","0","0","79"
"2018-03-05","1,805","356","0.17","0","1,223","23","0","0","78"
"2018-03-06","2,656","9,452","4.39","0","843","268","11","0","1,181"
"2018-03-07","3,262","19,149","8.89","0","718","173","26","133","1,878"
"2018-03-08","2,618","8,884","4.12","0","1,057","266","11","8","1,164"
"2018-03-09","3,308","19,348","8.98","0","422","230","50","103","1,984"
"2018-03-10","2,771","10,587","4.91","0","668","298","20","7","1,356"
"2018-03-11","2,249","4,631","2.15","0","660","154","4","5","657"
"2018-03-12","2,590","8,613","4","0","553","231","18","13","1,106"
"2018-03-13","2,968","13,000","6.03","0","620","371","45","1","1,674"
"2018-03-14","2,894","12,038","5.59","0","515","381","6","8","1,591"
"2018-03-15","2,947","14,663","6.81","0","564","221","19","71","1,548"
"2018-03-16","2,506","7,157","3.32","0","659","243","6","16","1,042"
"2018-03-17","2,626","9,996","4.64","0","733","186","24","38","1,142"
"2018-03-18","2,188","3,682","1.71","0","730","170","0","0","613"
"2018-03-19","2,390","5,941","2.76","0","827","231","10","0","901"
"2018-03-20","2,280","5,047","2.34","0","710","182","9","0","734"
"2018-03-21","2,765","10,055","4.67","0","506","335","35","1","1,431"
"2018-03-22","2,709","9,740","4.52","0","544","337","9","0","1,347"
"2018-03-23","2,605","8,496","3.94","0","779","231","12","31","1,142"
"2018-03-24","2,183","3,349","1.55","0","750","174","0","0","612"
"2018-03-25","2,497","8,439","3.92","0","636","168","25","21","964"
"2018-03-26","2,268","4,729","2.2","0","712","183","9","0","714"
"2018-03-27","2,959","14,264","6.62","0","625","239","6","75","1,562"
"2018-03-28","3,321","19,529","9.06","0","494","261","16","109","2,001"
"2018-03-29","2,988","13,142","6.1","0","542","343","16","41","1,689"
"2018-03-30","2,828","12,092","5.61","0","532","291","23","18","1,443"
"2018-03-31","2,518","7,246","3.36","0","623","274","15","0","1,083"

