Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2021-11-01","3,038","11,328","5.26","0","526","305","30","32","1,659"
"2021-11-02","1,985","2,478","1.15","0","848","62","6","8","376"
"2021-11-03","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-04","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-05","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-06","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-07","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-08","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-09","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-10","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-11","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-12","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-13","1,676","0","0","0","1,440","0","0","0","0"
"2021-11-14","944","0","0","0","811","0","0","0","0"

