Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-11-01","2,682","10,522","4.88","0","658","230","16","35","1,249"
"2017-11-02","3,007","15,770","7.32","0","634","202","10","92","1,598"
"2017-11-03","2,517","7,575","3.52","0","591","261","14","4","1,078"
"2017-11-04","3,156","16,949","7.87","0","553","323","69","29","1,887"
"2017-11-05","2,910","13,077","6.07","0","622","227","13","58","1,427"
"2017-11-06","2,520","9,784","4.54","0","740","144","12","47","1,016"
"2017-11-07","2,910","13,451","6.24","0","675","246","12","65","1,518"
"2017-11-08","2,984","14,796","6.87","0","551","228","7","74","1,574"
"2017-11-09","2,609","10,116","4.7","0","710","154","13","53","1,095"
"2017-11-10","2,400","6,543","3.04","0","698","181","13","13","855"
"2017-11-11","2,376","5,943","2.76","0","679","216","9","0","861"
"2017-11-12","2,880","13,690","6.35","0","721","192","18","74","1,443"
"2017-11-13","2,881","13,889","6.45","0","977","219","16","62","1,468"
"2017-11-14","3,206","18,701","8.68","0","556","184","107","72","1,865"
"2017-11-15","2,820","12,690","5.89","0","637","208","20","48","1,358"
"2017-11-16","2,534","8,143","3.78","0","658","199","35","16","1,041"
"2017-11-17","2,425","7,254","3.37","0","757","175","4","17","873"
"2017-11-18","2,883","12,919","6","0","671","245","27","50","1,478"
"2017-11-19","2,972","14,861","6.9","0","714","212","14","77","1,549"
"2017-11-20","3,496","22,978","10.67","0","489","185","182","72","2,248"
"2017-11-21","2,535","8,857","4.11","0","749","174","24","23","1,018"
"2017-11-22","1,903","1,176","0.55","0","923","60","0","0","212"
"2017-11-23","2,770","12,201","5.66","0","1,082","173","19","64","1,293"
"2017-11-24","2,898","13,460","6.25","0","616","258","14","50","1,507"
"2017-11-25","2,642","9,132","4.24","0","638","234","30","18","1,186"
"2017-11-26","2,995","14,962","6.94","0","532","259","92","20","1,667"
"2017-11-27","2,804","12,871","5.97","0","682","181","36","57","1,358"
"2017-11-28","3,061","15,939","7.4","0","644","237","22","77","1,679"
"2017-11-29","3,023","15,043","6.98","0","550","234","45","62","1,643"
"2017-11-30","2,535","7,561","3.51","0","673","252","26","2","1,081"

