Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2021-12-01","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-02","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-03","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-04","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-05","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-06","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-07","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-08","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-09","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-10","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-11","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-12","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-13","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-14","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-15","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-16","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-17","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-18","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-19","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-20","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-21","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-22","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-23","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-24","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-25","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-26","1,676","0","0","0","1,440","0","0","0","0"
"2021-12-27","1,891","1,575","0.73","1","1,219","33","0","0","234"
"2021-12-28","3,497","16,538","7.68","32","713","250","40","105","2,172"
"2021-12-29","2,995","11,125","5.16","3","849","342","15","19","1,650"
"2021-12-30","3,335","13,429","6.23","7","551","349","45","42","2,072"
"2021-12-31","3,003","11,302","5.24","3","507","327","40","16","1,640"

