Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2021-06-01","2,507","7,956","3.69","0","819","230","17","15","1,072"
"2021-06-02","3,158","10,637","4.94","0","598","322","23","33","1,720"
"2021-06-03","2,619","8,734","4.05","0","600","291","10","3","1,219"
"2021-06-04","2,867","13,270","6.16","0","578","385","25","23","1,588"
"2021-06-05","2,686","8,979","4.17","0","519","316","6","4","1,276"
"2021-06-06","2,922","12,914","5.99","0","729","176","3","69","1,432"
"2021-06-07","2,951","10,422","4.83","0","501","272","21","47","1,583"
"2021-06-08","3,106","15,107","7.01","0","571","183","25","79","1,584"
"2021-06-09","2,904","10,139","4.71","0","563","245","24","42","1,493"
"2021-06-10","2,997","11,268","5.16","0","555","250","12","62","1,608"
"2021-06-11","3,345","17,768","8.25","0","601","209","14","121","1,962"
"2021-06-12","3,228","15,548","7.22","0","625","235","11","98","1,836"
"2021-06-13","2,816","11,910","5.53","0","502","175","3","75","1,364"
"2021-06-14","4,310","22,090","10.18","0","590","186","47","235","3,071"
"2021-06-15","3,235","15,557","7.22","0","530","197","16","98","1,822"
"2021-06-16","3,100","14,103","6.55","0","636","214","16","59","1,622"
"2021-06-17","3,518","16,485","7.65","0","602","203","30","125","2,165"
"2021-06-18","3,615","15,567","7.2","0","447","219","41","121","2,277"
"2021-06-19","3,222","14,380","6.67","0","455","244","20","70","1,763"
"2021-06-20","3,151","13,838","6.42","0","662","233","6","70","1,747"
"2021-06-21","4,019","20,969","9.7","0","420","245","45","171","2,744"
"2021-06-22","2,463","6,938","3.22","0","686","210","4","20","986"
"2021-06-23","3,309","15,883","7.37","0","493","261","21","79","1,947"
"2021-06-24","2,775","9,286","4.3","0","602","291","21","5","1,308"
"2021-06-25","2,870","13,127","6.09","0","633","208","6","58","1,289"
"2021-06-26","3,009","10,816","5.02","0","546","318","16","20","1,600"
"2021-06-27","3,123","13,333","6.19","0","461","218","3","73","1,678"
"2021-06-28","3,627","15,162","6.95","0","618","157","83","145","2,317"
"2021-06-29","2,844","8,939","4.13","0","627","220","46","29","1,383"
"2021-06-30","3,056","12,758","5.92","0","663","208","17","80","1,620"
