Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-10-01","3,103","16,336","7.58","0","491","244","123","26","1,794"
"2017-10-02","3,011","14,691","6.82","0","555","255","13","70","1,634"
"2017-10-03","2,800","11,985","5.56","0","745","178","36","58","1,328"
"2017-10-04","3,449","20,503","9.52","0","495","329","51","73","2,212"
"2017-10-05","2,726","9,054","4.2","0","623","347","8","0","1,358"
"2017-10-06","2,382","5,392","2.5","0","753","228","6","0","867"
"2017-10-07","2,880","11,798","5.48","0","658","315","15","28","1,514"
"2017-10-08","2,590","7,990","3.71","0","637","288","19","3","1,180"
"2017-10-09","3,310","19,077","8.85","0","569","269","34","93","2,003"
"2017-10-10","2,676","9,317","4.32","0","676","261","35","14","1,254"
"2017-10-11","2,950","14,218","6.6","0","677","231","20","65","1,545"
"2017-10-12","2,714","9,710","4.51","0","724","281","30","17","1,320"
"2017-10-13","2,860","12,271","5.7","0","700","264","16","51","1,477"
"2017-10-14","2,341","5,638","2.62","0","1,231","200","9","0","806"
"2017-10-15","1,779","214","0.1","0","1,377","10","0","0","36"
"2017-10-16","2,950","14,550","6.75","0","632","265","12","61","1,593"
"2017-10-17","2,560","8,085","3.75","0","1,151","255","7","12","1,099"
"2017-10-18","2,580","8,230","3.82","0","684","256","30","4","1,132"
"2017-10-19","2,654","9,515","4.42","0","836","220","14","40","1,183"
"2017-10-20","2,620","8,757","4.06","0","888","261","47","2","1,207"
"2017-10-21","2,457","7,380","3.43","0","873","170","6","34","923"
"2017-10-22","2,524","8,983","4.17","0","1,156","181","17","29","1,020"
"2017-10-23","3,192","17,536","8.14","0","524","300","18","73","1,886"
"2017-10-24","2,749","11,824","5.49","0","376","210","44","39","1,335"
"2017-10-25","3,394","21,110","9.8","0","546","241","153","53","2,161"
"2017-10-26","2,847","12,952","6.01","0","715","228","22","58","1,445"
"2017-10-27","2,714","11,594","5.38","0","581","211","11","50","1,276"
"2017-10-28","3,055","16,880","7.84","0","631","180","33","94","1,656"
"2017-10-29","2,470","7,533","3.5","0","638","224","24","4","1,001"
"2017-10-30","2,829","12,818","5.95","0","559","230","30","51","1,437"
"2017-10-31","2,755","10,908","5.06","0","686","262","11","36","1,341"

