Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-05-01","2,680","9,565","4.44","0","542","288","9","18","1,276"
"2018-05-02","2,550","7,773","3.61","0","634","279","18","0","1,127"
"2018-05-03","2,248","4,414","2.05","0","695","185","7","0","703"
"2018-05-04","3,097","15,445","7.17","0","520","326","20","51","1,787"
"2018-05-05","2,812","10,843","5.03","0","567","333","32","7","1,482"
"2018-05-06","2,485","7,011","3.25","0","638","251","11","3","1,013"
"2018-05-07","3,522","23,132","10.74","0","468","252","141","63","2,300"
"2018-05-08","2,527","7,989","3.71","0","639","224","11","18","1,048"
"2018-05-09","2,797","11,283","5.24","0","650","302","35","11","1,438"
"2018-05-10","3,108","16,274","7.55","0","548","276","23","71","1,776"
"2018-05-11","2,915","13,803","6.41","0","633","242","70","29","1,547"
"2018-05-12","2,778","12,393","5.75","0","643","185","2","72","1,313"
"2018-05-13","2,323","5,758","2.67","0","734","158","8","18","762"
"2018-05-14","2,865","12,171","5.65","0","337","304","74","3","1,544"
"2018-05-15","2,812","12,007","5.57","0","705","220","38","45","1,383"
"2018-05-16","2,768","11,270","5.23","0","580","262","34","25","1,379"
"2018-05-17","2,768","10,392","4.82","0","525","324","9","16","1,403"
"2018-05-18","3,634","23,885","11.09","0","434","301","126","76","2,463"
"2018-05-19","2,640","7,947","3.69","0","672","327","18","0","1,269"
"2018-05-20","2,408","6,509","3.02","0","678","225","18","0","924"
"2018-05-21","3,082","17,285","8.02","0","504","172","141","41","1,736"
"2018-05-22","2,516","7,639","3.55","0","654","217","19","19","1,037"
"2018-05-23","2,963","14,441","6.7","0","557","286","75","12","1,634"
"2018-05-24","3,045","15,182","7.05","0","607","285","46","46","1,720"
"2018-05-25","2,819","10,930","5.07","0","575","368","18","1","1,505"
"2018-05-26","2,970","14,353","6.66","0","465","254","8","72","1,596"
"2018-05-27","2,678","10,280","4.77","0","544","264","17","16","1,258"
"2018-05-28","2,832","12,763","5.92","0","632","211","3","70","1,393"
"2018-05-29","2,595","8,608","4","0","680","249","11","20","1,146"
"2018-05-30","2,763","10,884","5.05","0","594","269","29","22","1,355"
"2018-05-31","2,995","14,516","6.74","0","570","269","8","67","1,628"

