Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-03-01","2,777","10,116","4.7","0","639","311","18","0","1,382"
"2017-03-02","3,177","16,561","7.69","0","570","211","20","98","1,783"
"2017-03-03","2,953","13,703","6.36","0","610","200","34","54","1,508"
"2017-03-04","3,270","15,937","7.4","0","800","428","41","5","2,056"
"2017-03-05","2,956","13,526","6.28","0","543","198","55","55","1,537"
"2017-03-06","2,547","8,234","3.82","0","723","184","13","21","1,014"
"2017-03-07","2,980","13,212","6.13","0","697","270","22","42","1,593"
"2017-03-08","2,974","13,285","6.17","0","603","230","38","53","1,571"
"2017-03-09","2,862","12,095","5.61","0","835","228","23","39","1,420"
"2017-03-10","2,931","12,580","5.84","0","1,131","236","27","46","1,513"
"2017-03-11","2,188","3,325","1.54","0","1,179","149","0","0","569"
"2017-03-12","2,622","8,991","4.16","0","562","197","20","24","1,119"
"2017-03-13","5,256","19,133","8.88","0","793","218","23","22","1,234"
"2017-03-14","3,144","14,504","6.73","0","682","308","40","47","1,833"
"2017-03-15","3,016","13,458","6.25","0","626","260","36","51","1,645"
"2017-03-16","2,954","12,469","5.79","0","699","287","29","29","1,580"
"2017-03-17","3,013","13,798","6.4","0","733","238","28","59","1,615"
"2017-03-18","2,861","11,873","5.51","0","830","276","55","4","1,475"
"2017-03-19","3,179","15,776","7.32","0","594","295","25","58","1,847"
"2017-03-20","2,989","13,119","6.09","0","590","269","38","37","1,615"
"2017-03-21","3,016","13,338","6.19","0","621","263","34","47","1,641"
"2017-03-22","2,960","13,556","6.29","0","664","214","43","51","1,538"
"2017-03-23","2,845","11,477","5.33","0","688","255","21","28","1,420"
"2017-03-24","2,623","8,440","3.92","0","810","228","26","13","1,152"
"2017-03-25","2,410","5,098","2.37","0","797","236","0","0","899"
"2017-03-26","2,152","2,700","1.25","0","372","142","0","0","524"
"2017-03-27","2,599","8,267","3.84","0","716","222","12","18","1,108"
"2017-03-28","3,065","14,031","6.5","0","740","284","40","40","1,716"
"2017-03-29","2,693","9,352","4.35","0","728","242","14","21","1,230"
"2017-03-30","2,725","10,313","4.79","0","780","205","33","27","1,252"
"2017-03-31","3,733","22,688","10.53","0","381","366","122","52","2,604"

