Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-02-01","3,021","13,267","6.16","0","691","289","22","39","1,647"
"2017-02-02","2,840","11,504","5.35","0","692","225","24","37","1,386"
"2017-02-03","2,998","13,232","6.14","0","657","261","36","42","1,611"
"2017-02-04","2,699","8,602","3.99","0","717","271","9","19","1,264"
"2017-02-05","3,211","16,511","7.66","0","536","225","27","90","1,827"
"2017-02-06","3,147","15,653","7.27","0","569","243","46","60","1,770"
"2017-02-07","2,842","10,811","5.02","0","628","250","35","30","1,425"
"2017-02-08","2,592","8,771","4.07","0","711","169","27","27","1,058"
"2017-02-09","3,207","15,711","7.29","0","572","296","33","53","1,875"
"2017-02-10","3,063","14,918","6.92","0","720","219","32","64","1,646"
"2017-02-11","2,992","14,001","6.5","0","485","224","41","39","1,560"
"2017-02-12","2,867","12,206","5.67","0","597","182","5","71","1,376"
"2017-02-13","2,870","11,240","5.22","0","789","261","28","32","1,463"
"2017-02-14","2,801","10,850","5.04","0","1,006","235","33","26","1,359"
"2017-02-15","3,020","14,529","6.74","0","642","187","42","70","1,583"
"2017-02-16","2,788","10,980","5.1","0","703","218","28","32","1,324"
"2017-02-17","3,090","15,247","7.08","0","644","228","24","67","1,678"
"2017-02-18","2,616","7,621","3.54","0","520","275","18","0","1,171"
"2017-02-19","3,079","15,537","7.21","0","554","182","29","82","1,637"
"2017-02-20","2,690","9,797","4.55","0","610","226","13","16","1,195"
"2017-02-21","2,840","11,298","5.24","0","665","270","21","19","1,415"
"2017-02-22","3,153","14,956","6.93","0","645","274","25","68","1,804"
"2017-02-23","2,998","12,413","5.76","0","636","335","14","21","1,644"
"2017-02-24","2,649","9,553","4.43","0","448","194","16","22","1,130"
"2017-02-25","2,279","4,028","1.87","0","717","183","0","0","698"
"2017-02-26","2,636","8,912","4.14","0","675","196","35","21","1,142"
"2017-02-27","2,654","8,585","3.98","0","695","213","31","23","1,179"
"2017-02-28","2,879","11,472","5.32","0","650","280","17","21","1,468"

