Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-07-01","3,752","23,130","10.74","0","888","413","103","36","2,597"
"2017-07-02","2,299","4,212","1.96","0","456","179","0","0","684"
"2017-07-03","3,326","18,838","8.74","0","727","177","110","68","1,913"
"2017-07-04","3,093","15,038","6.98","0","1,109","224","42","65","1,663"
"2017-07-05","2,993","13,281","6.16","0","1,122","232","38","48","1,539"
"2017-07-06","3,045","13,940","6.47","0","955","261","29","39","1,601"
"2017-07-07","3,124","14,985","6.96","0","669","221","58","62","1,688"
"2017-07-08","3,584","20,396","9.47","0","411","434","71","25","2,407"
"2017-07-09","2,630","8,382","3.89","0","728","231","23","5","1,105"
"2017-07-10","3,383","19,438","9.02","0","677","209","100","74","2,014"
"2017-07-11","2,777","10,444","4.85","0","1,058","198","42","35","1,274"
"2017-07-12","2,809","10,690","4.96","0","656","220","25","35","1,300"
"2017-07-13","2,792","10,884","5.04","0","829","191","34","35","1,252"
"2017-07-14","2,766","10,812","5.02","0","1,115","170","34","44","1,222"
"2017-07-15","2,630","7,782","3.61","0","529","258","26","3","1,147"
"2017-07-16","3,658","22,753","10.56","0","612","291","103","77","2,408"
"2017-07-17","3,157","16,404","7.61","0","970","182","91","58","1,728"
"2017-07-18","2,752","10,288","4.78","0","818","178","38","44","1,231"
"2017-07-19","2,657","8,459","3.93","0","1,099","200","30","19","1,101"
"2017-07-20","2,934","12,815","5.95","0","732","218","34","46","1,457"
"2017-07-21","2,784","10,064","4.67","0","1,082","219","9","43","1,257"
"2017-07-22","2,688","8,695","4.04","0","745","274","5","1","1,188"
"2017-07-23","3,279","19,795","9.19","0","983","91","154","76","1,859"
"2017-07-24","2,971","14,020","6.51","0","787","190","54","43","1,482"
"2017-07-25","2,517","7,809","3.62","0","1,262","118","25","35","888"
"2017-07-26","2,732","9,943","4.62","0","1,098","189","18","39","1,175"
"2017-07-27","2,802","11,229","5.21","0","952","173","37","44","1,263"
"2017-07-28","2,697","9,814","4.56","0","1,017","179","19","31","1,128"
"2017-07-29","2,839","9,864","4.58","0","724","345","7","2","1,429"
"2017-07-30","3,002","13,238","6.14","0","398","307","69","7","1,644"
"2017-07-31","3,048","14,096","6.54","0","787","236","24","56","1,582"

